Channel A  ;  Channel B
0.88623046875  ;  5.73373736213235
0.88623046875  ;  6.93901079963235
0.85078125  ;  8.10883501838235
0.85078125  ;  9.03051470588235
0.85078125  ;  9.59770220588235
0.85078125  ;  9.70404986213235
0.85078125  ;  9.77494829963235
0.88623046875  ;  9.88129595588235
0.85078125  ;  9.95219439338235
0.85078125  ;  9.95219439338235
0.88623046875  ;  9.73949908088235
0.85078125  ;  8.85326861213235
0.85078125  ;  7.11625689338235
0.88623046875  ;  5.80463579963235
0.85078125  ;  4.42211626838235
0.85078125  ;  2.75600298713235
0.85078125  ;  1.16078814338235
0.85078125  ;  -0.186282169117649
0.85078125  ;  -1.60425091911765
0.85078125  ;  -3.02221966911765
0.85078125  ;  -4.26294232536765
0.81533203125  ;  -5.46821576286765
0.88623046875  ;  -6.53169232536765
0.88623046875  ;  -7.34702435661765
0.85078125  ;  -7.63061810661765
0.85078125  ;  -7.77241498161765
0.85078125  ;  -7.84331341911765
0.85078125  ;  -7.87876263786765
0.88623046875  ;  -7.91421185661765
0.88623046875  ;  -7.87876263786765
0.88623046875  ;  -7.41792279411765
0.88623046875  ;  -5.96450482536765
0.85078125  ;  -4.51108685661765
0.85078125  ;  -3.23491498161765
0.85078125  ;  -1.67514935661765
0.85078125  ;  -0.00903607536764861
0.85078125  ;  1.40893267463235
0.88623046875  ;  2.82690142463235
0.88623046875  ;  4.35121783088235
0.85078125  ;  5.62738970588235
0.85078125  ;  6.83266314338235
0.85078125  ;  8.07338579963235
0.85078125  ;  8.95961626838235
0.85078125  ;  9.52680376838235
0.85078125  ;  9.70404986213235
0.88623046875  ;  9.84584673713235
0.85078125  ;  9.88129595588235
0.88623046875  ;  9.91674517463235
0.81533203125  ;  9.91674517463235
0.88623046875  ;  9.77494829963235
0.88623046875  ;  8.99506548713235
0.85078125  ;  7.18715533088235
0.81533203125  ;  5.91098345588235
0.85078125  ;  4.56391314338235
0.85078125  ;  2.93324908088235
0.88623046875  ;  1.30258501838235
0.85078125  ;  -0.11538373161765
0.88623046875  ;  -1.46245404411765
0.85078125  ;  -2.95132123161765
0.85078125  ;  -4.15659466911765
0.88623046875  ;  -5.36186810661765
0.88623046875  ;  -6.42534466911765
0.85078125  ;  -7.31157513786765
0.85078125  ;  -7.63061810661765
0.85078125  ;  -7.77241498161765
0.88623046875  ;  -7.77241498161765
0.81533203125  ;  -7.87876263786765
0.85078125  ;  -7.91421185661765
0.85078125  ;  -7.87876263786765
0.85078125  ;  -7.48882123161765
0.85078125  ;  -6.10630170036765
0.85078125  ;  -4.61743451286765
0.85078125  ;  -3.34126263786765
0.85078125  ;  -1.81694623161765
0.88623046875  ;  -0.11538373161765
0.81533203125  ;  1.30258501838235
0.85078125  ;  2.72055376838235
0.85078125  ;  4.20942095588235
0.81533203125  ;  5.55649126838235
0.88623046875  ;  6.76176470588235
0.85078125  ;  7.96703814338235
0.85078125  ;  8.92416704963235
0.88623046875  ;  9.56225298713235
0.85078125  ;  9.70404986213235
0.88623046875  ;  9.84584673713235
0.81533203125  ;  9.84584673713235
0.85078125  ;  9.91674517463235
0.88623046875  ;  9.91674517463235
0.85078125  ;  9.77494829963235
0.85078125  ;  9.10141314338235
0.85078125  ;  7.29350298713235
0.85078125  ;  6.01733111213235
0.85078125  ;  4.63481158088235
0.85078125  ;  3.03959673713235
0.85078125  ;  1.40893267463235
0.85078125  ;  0.0264131433823509
0.88623046875  ;  -1.35610638786765
0.85078125  ;  -2.84497357536765
0.85078125  ;  -4.12114545036765
0.81533203125  ;  -5.29096966911765
0.88623046875  ;  -6.38989545036765
0.88623046875  ;  -7.24067670036765
0.85078125  ;  -7.63061810661765
0.85078125  ;  -7.73696576286765
0.88623046875  ;  -7.80786420036765
0.85078125  ;  -7.91421185661765
0.85078125  ;  -7.91421185661765
0.81533203125  ;  -7.91421185661765
0.88623046875  ;  -7.52427045036765
0.85078125  ;  -6.21264935661765
0.88623046875  ;  -4.65288373161765
0.85078125  ;  -3.44761029411765
0.88623046875  ;  -1.92329388786765
0.85078125  ;  -0.221731387867648
0.88623046875  ;  1.23168658088235
0.85078125  ;  2.61420611213235
0.88623046875  ;  4.10307329963235
0.85078125  ;  5.45014361213235
0.88623046875  ;  6.65541704963235
0.85078125  ;  7.89613970588235
0.85078125  ;  8.85326861213235
0.85078125  ;  9.52680376838235
0.85078125  ;  9.70404986213235
0.88623046875  ;  9.84584673713235
0.81533203125  ;  9.84584673713235
0.85078125  ;  9.91674517463235
0.85078125  ;  9.95219439338235
0.88623046875  ;  9.81039751838235
0.88623046875  ;  9.20776079963235
0.88623046875  ;  7.39985064338235
0.81533203125  ;  6.08822954963235
0.85078125  ;  4.77660845588235
0.88623046875  ;  3.18139361213235
0.88623046875  ;  1.51528033088235
0.81533203125  ;  0.0973115808823524
0.85078125  ;  -1.28520795036765
0.85078125  ;  -2.77407513786765
0.88623046875  ;  -3.97934857536765
0.85078125  ;  -5.18462201286765
0.85078125  ;  -6.31899701286765
0.85078125  ;  -7.20522748161765
0.85078125  ;  -7.59516888786765
0.85078125  ;  -7.77241498161765
0.85078125  ;  -7.80786420036765
0.88623046875  ;  -7.87876263786765
0.88623046875  ;  -7.91421185661765
0.85078125  ;  -7.91421185661765
0.88623046875  ;  -7.55971966911765
0.88623046875  ;  -6.35444623161765
0.85078125  ;  -4.75923138786765
0.85078125  ;  -3.51850873161765
0.85078125  ;  -2.02964154411765
0.85078125  ;  -0.363528262867649
0.81533203125  ;  1.12533892463235
0.88623046875  ;  2.50785845588235
0.85078125  ;  3.99672564338235
0.85078125  ;  5.34379595588235
0.85078125  ;  6.54906939338235
0.85078125  ;  7.78979204963235
0.85078125  ;  8.78237017463235
0.85078125  ;  9.49135454963235
0.85078125  ;  9.70404986213235
0.88623046875  ;  9.81039751838235
0.85078125  ;  9.84584673713235
0.88623046875  ;  9.91674517463235
0.85078125  ;  9.95219439338235
0.85078125  ;  9.84584673713235
0.81533203125  ;  9.27865923713235
0.85078125  ;  7.54164751838235
0.85078125  ;  6.19457720588235
0.81533203125  ;  4.88295611213235
0.88623046875  ;  3.32319048713235
0.85078125  ;  1.65707720588235
0.88623046875  ;  0.203659237132351
0.88623046875  ;  -1.14341107536765
0.85078125  ;  -2.66772748161765
0.88623046875  ;  -3.90845013786765
0.88623046875  ;  -5.04282513786765
0.85078125  ;  -6.24809857536765
0.88623046875  ;  -7.13432904411765
0.85078125  ;  -7.63061810661765
0.85078125  ;  -7.70151654411765
0.85078125  ;  -7.80786420036765
0.85078125  ;  -7.87876263786765
0.88623046875  ;  -7.91421185661765
0.85078125  ;  -7.91421185661765
0.81533203125  ;  -7.63061810661765
0.85078125  ;  -6.49624310661765
0.85078125  ;  -4.86557904411765
0.88623046875  ;  -3.58940716911765
0.85078125  ;  -2.13598920036765
0.88623046875  ;  -0.434426700367649
0.85078125  ;  1.05444048713235
0.88623046875  ;  2.43696001838235
0.85078125  ;  3.92582720588235
0.85078125  ;  5.23744829963235
0.85078125  ;  6.47817095588235
0.85078125  ;  7.68344439338235
0.85078125  ;  8.71147173713235
0.88623046875  ;  9.49135454963235
0.85078125  ;  9.66860064338235
0.88623046875  ;  9.81039751838235
0.88623046875  ;  9.88129595588235
0.85078125  ;  9.91674517463235
0.85078125  ;  9.95219439338235
0.85078125  ;  9.88129595588235
0.85078125  ;  9.34955767463235
0.81533203125  ;  7.64799517463235
0.85078125  ;  6.30092486213235
0.85078125  ;  4.95385454963235
0.88623046875  ;  3.46498736213235
0.85078125  ;  1.72797564338235
0.88623046875  ;  0.345456112132351
0.85078125  ;  -1.03706341911765
0.85078125  ;  -2.56137982536765
0.85078125  ;  -3.83755170036765
0.85078125  ;  -5.00737591911765
0.85078125  ;  -6.17720013786765
0.88623046875  ;  -7.09887982536765
0.85078125  ;  -7.59516888786765
0.85078125  ;  -7.73696576286765
0.85078125  ;  -7.80786420036765
0.88623046875  ;  -7.84331341911765
0.85078125  ;  -7.91421185661765
0.81533203125  ;  -7.94966107536765
0.81533203125  ;  -7.66606732536765
0.85078125  ;  -6.63803998161765
0.88623046875  ;  -4.93647748161765
0.85078125  ;  -3.73120404411765
0.85078125  ;  -2.27778607536765
0.88623046875  ;  -0.611672794117649
0.85078125  ;  0.94809283088235
0.85078125  ;  2.29516314338235
0.88623046875  ;  3.74858111213235
0.85078125  ;  5.16654986213235
0.81533203125  ;  6.33637408088235
